time,body1_x,body1_y,body1_z,body2_x,body2_y,body2_z,body3_x,body3_y,body3_z
7689600.00000000,-9281559960.89381218,90216367378.10494995,-69842425654.14469910,-90770549134.28178406,-175564656127.17095947,99093870100.84027100,-7347500914.60099506,-8317803095.46020699,117097161966.84066772
7776000.00000000,-9402309340.72403908,89976447498.67898560,-69319044638.66830444,-90549909326.97285461,-175029475342.76495361,99065911663.40895081,-7525203997.12213993,-8509884030.58375835,116514094134.92649841
7862400.00000000,-9523490454.47706985,89732898090.11047363,-68790727895.01380920,-90326161343.51536560,-174487319936.46051025,99037268330.72457886,-7705475588.38834286,-8704402676.17756462,115925541538.04275513
7948800.00000000,-9645106372.02709579,89485680243.98446655,-68257436376.66733551,-90099278633.52568054,-173938128184.27062988,99007923300.30932617,-7888338401.44050121,-8901372120.70992279,115331472170.52490234
8035200.00000000,-9767160281.57564926,89234754047.00161743,-67719130218.59175110,-89869234006.96975708,-173381836818.56716919,98977859195.16896057,-8073815641.06073380,-9100805740.18482590,114731853578.07078552
8121600.00000000,-9889655494.40954018,88980078547.36805725,-67175768716.55184937,-89635999615.61091614,-172818380980.42288208,98947058038.27256775,-8261931016.37721348,-9302717203.78714752,114126652857.41728210
8208000.00000000,-10012595449.90877151,88721611719.73626709,-66627310305.78888702,-89399546933.74905396,-172247694169.98684692,98915501225.66777039,-8452708753.86504269,-9507120479.68346596,113515836656.56838989
8294400.00000000,-10135983720.81954002,88459310428.62287903,-66073712539.02326202,-89159846738.22041321,-171669708194.79663086,98883169498.14567566,-8646173610.75522232,-9714029840.98196220,112899371175.63343811
8380800.00000000,-10259824018.80845261,88193130390.22492981,-65514932063.76341248,-88916869087.62553406,-171084353115.92639160,98850042911.36407471,-8842350888.86396217,-9923459871.85476875,112277222168.34022522
8467200.00000000,-10384120200.31525230,87923026132.55151367,-64950924598.89865112,-88670583300.75126648,-170491557191.86322021,98816100804.33024597,-9041266448.85472488,-10135425473.82617950,111649354944.29310608
8553600.00000000,-10508876272.72250938,87648950953.78280640,-64381644910.55302429,-88420957934.15141296,-169891246819.99847412,98781321766.13801575,-9242946724.94550896,-10349941872.23003960,111015734372.05329895
8640000.00000000,-10634096400.86205292,87370856878.76313782,-63807046787.17680359,-88167960758.84851074,-169283346475.61434937,98745683600.84579468,-9447418740.07398415,-10567024622.83958435,110376324883.12524414
8726400.00000000,-10759784913.87931061,87088694613.52923584,-63227083013.85181427,-87911558736.11784363,-168667778648.23861694,98709163290.37380981,-9654710121.53308105,-10786689618.67293549,109731090476.94099426
8812800.00000000,-10885946312.47824287,86802413497.76863098,-62641705345.78630066,-87651717992.31262207,-168044463775.23348999,98671736955.28982544,-9864849117.08963203,-11008953096.97731781,109079994726.94308472
8899200.00000000,-11012585276.57117081,86511961455.09706116,-62050864480.97477722,-87388403792.68751526,-167413320172.47640991,98633379813.34281921,-10077864611.59857178,-11233831646.39494705,108423000787.87568665
8985600.00000000,-11139706673.35956001,86217284941.03662109,-61454510031.99783325,-87121580514.17559814,-166774263961.98245239,98594066135.59317017,-10293786144.12499619,-11461342214.31336021,107760071404.40415955
9072000.00000000,-11267315565.87372971,85918328888.56927490,-60852590496.93679047,-86851211617.07174683,-166127208996.30886841,98553769199.97653198,-10512643925.58613205,-11691502114.40275955,107091168921.19448853
9158400.00000000,-11395417222.00148582,85615036651.13250732,-60245053229.37780762,-86577259615.57328796,-165472066779.57299805,98512461242.12599182,-10734468856.92489433,-11924329034.34268951,106416255294.59629822
9244800.00000000,-11524017124.03791046,85307349942.91567993,-59631844407.48007202,-86299686047.12646484,-164808746384.90457153,98470113403.26319885,-10959292547.82618332,-12159841043.74007225,105735292106.08691406
9331200.00000000,-11653120978.79091835,84995208776.30653381,-59012909002.08266449,-86018451440.52493286,-164137154368.14294434,98426695674.95458984,-11187147335.98645020,-12398056602.24027634,105048240577.64875793
9417600.00000000,-11782734728.27980614,84678551396.32820129,-58388190743.82499695,-85733515282.70405579,-163457194677.57781982,98382176840.51243591,-11418066306.94621658,-12638994567.83250809,104355061589.26881409
9504000.00000000,-11912864561.06679535,84357314211.89645386,-57757632089.25588226,-85444835984.17227173,-162768768559.52032471,98336524412.80288696,-11652083314.49427032,-12882674205.35029793,103655715698.76696777
9590400.00000000,-12043516924.26461792,84031431723.71644592,-57121174185.90704346,-85152370843.01828003,-162071774459.47824097,98289704568.20401001,-11889233001.65097618,-13129115195.16735458,102950163164.17979431
